81037.28,78678.20,80580.17,81566.07,77639.75,79491.26,83333.33,80256.82,81168.83,81300.81
77881.62,81433.22,83682.01,77220.08,80128.20,81499.59,79872.20,82304.52,78554.59,80000.00
81103.00,82576.38,82918.74,80321.28,80775.45,79051.38,80321.28,80064.05,80515.30,80450.52
81833.06,83892.62,79051.38,79239.30,78616.35,81499.59,80971.66,80840.74,80064.05,79176.56
79808.46,81366.97,82236.84,81234.77,80385.85,81433.22,79617.83,79554.50,78864.35,80128.20
81900.09,80775.45,81566.07,83472.46,80064.05,83542.19,80580.17,81766.15,80450.52,81103.00
80515.30,80064.05,79176.56,80906.16,78308.54,82644.62,80775.45,82781.46,79681.27,80128.20
82440.23,81967.21,81499.59,80645.16,79617.83,82644.62,81967.21,81168.83,80580.17,79176.56
81103.00,80971.66,79936.05,80775.45,80580.17,81234.77,81766.15,80971.66,80971.66,78554.59
81566.07,82440.23,79491.26,80000.00,81900.09,81900.09,79239.30,81366.97,81499.59,80128.20
80128.20,82169.27,82304.52,80775.45,78802.20,80971.66,81168.83,81833.06,80775.45,82101.80
81234.77,82576.38,83194.67,82034.45,76982.29,83194.67,79491.26,79365.08,78740.16,79365.08
80645.16,82850.04,81632.65,79744.82,78247.26,82034.45,81300.81,78678.20,81103.00,79428.12
54824.56,54406.96,54377.38,52328.62,50813.01,53248.14,52110.47,52356.02,53705.69,53276.50
23618.33,23843.59,23713.54,24125.45,23707.92,23912.00,23651.84,24009.60,23353.57,23674.24
17599.44,17914.73,17546.94,17739.93,17550.02,17825.31,17911.52,17528.48,16969.29,17686.59
13869.62,13993.84,13904.34,13904.34,13877.33,13883.10,14499.06,13861.93,13574.05,13844.66
83612.04,84817.64,83056.48,81499.59,81234.77,83125.52,83822.30,84889.65,83682.01,84530.86
