46104.20,49019.61,40899.80,43802.02,35650.62,47080.98,47664.44,44563.28,44208.66,47551.12
42337.00,43744.53,49067.71,48947.62,37383.18,54054.05,42735.04,47709.93,40016.00,51020.41
38834.95,37636.43,50276.52,45808.52,50890.59,53504.55,45578.85,43516.10,36778.23,52548.61
42535.09,39277.30,44843.05,39416.63,46061.72,52659.29,41580.04,42354.93,37133.31,48496.61
54975.26,42771.60,43917.44,46296.29,41152.26,47528.52,51679.59,54054.05,38505.97,37936.27
49975.02,52383.45,48995.59,41101.52,41254.12,50709.94,52798.31,43066.32,47573.74,49333.99
55218.11,41928.72,56211.35,45004.50,42408.82,55617.35,52798.31,50150.45,37693.18,46125.46
48449.61,53504.55,54436.58,47687.18,47824.00,53533.19,46274.87,58038.30,37593.98,38744.67
49236.83,42372.88,53447.35,44964.03,47732.70,52966.10,48146.37,56915.20,39032.00,49309.66
53966.54,54377.38,53734.55,51387.46,47483.38,53022.27,51150.89,56721.50,42176.30,41152.26
55710.31,38669.76,57603.69,51493.30,46685.34,42087.54,49309.66,49554.02,39856.52,49382.71
52246.60,37593.98,52246.60,54406.96,42808.22,41614.64,28661.51,57870.37,46948.36,48007.68
57273.77,36036.04,47393.37,52687.04,38580.25,40160.64,53333.33,51361.07,51466.80,50150.45
35727.05,30816.64,30284.68,29078.22,28003.36,23234.20,30627.87,31289.11,26301.95,31133.25
13791.20,12929.92,13403.03,11807.77,13017.44,13121.64,12001.92,14341.03,5986.95,12289.54
10421.01,9771.35,10530.75,9992.01,9568.46,10840.11,9726.68,10112.25,8787.35,9761.81
8264.46,7998.72,8146.64,8014.10,7880.84,8196.72,8212.20,8965.39,8237.91,8140.01
30959.75,29585.80,47664.44,37523.45,46490.00,34638.03,44014.08,60459.49,50761.42,27624.31
3.17300,3.38600,3.07100,3.08100,3.06900,3.18900,2.99600,3.23000,3.27100,3.31900
443.38,419.69,457.11,459.26,457.60,438.26,469.40,431.10,426.90,420.39
3.13000,3.34600,3.04200,3.04400,3.02600,3.18500,2.99600,3.22600,3.26100,3.31800
2240.11,2120.37,2309.45,2320.32,2311.90,2214.24,2371.57,2178.03,2156.80,2123.92
3.13400,3.35000,3.04500,3.04800,3.03000,3.18600,2.99600,3.22600,3.26200,3.31800
2683.49,2540.06,2766.56,2779.58,2769.50,2652.50,2840.97,2609.13,2583.70,2544.31
