1639.861,1780.533,1638.470,1764.759,1525.705,1694.103,1528.825,1729.908,1528.078,1613.442
2615.440,2499.009,2610.936,2652.472,2389.964,2562.572,2417.578,2660.836,2354.861,2550.066
1800.480,1890.556,1848.956,1807.768,1848.275,1758.601,1490.652,1769.406,1477.689,1752.244
1714.344,1708.763,1687.023,1802.136,1702.861,1639.021,1349.133,1726.494,1392.055,1718.805
1781.124,1865.685,1791.761,1859.517,1790.265,1802.804,1420.452,1823.000,1449.489,1809.347
140.093,159.897,138.918,158.529,139.066,151.351,144.326,155.311,140.975,150.109
136.987,159.314,140.423,165.147,138.097,153.871,138.484,160.567,141.482,152.490
220.939,236.283,225.047,221.990,224.750,227.518,200.224,222.259,198.329,221.237
138.312,137.750,140.105,137.565,125.696,138.872,98.882,134.432,96.224,137.378
243.929,258.810,244.013,259.472,261.905,266.390,167.517,261.313,195.931,261.988
289.225,290.201,287.318,291.443,287.052,293.221,257.843,288.440,259.913,287.391
294.895,318.410,304.144,312.764,290.153,314.481,259.273,313.137,264.872,303.691
25442.043,26515.803,28577.895,28670.812,24415.558,22446.505,25407.171,24724.051,22582.032,25927.229
23687.607,23378.348,24876.886,22099.030,21534.596,25369.230,23264.218,22212.562,24970.025,23713.003
12216.476,12375.748,12033.019,11798.232,11997.266,12288.044,12098.401,12311.067,11957.358,11840.722
13744.079,13595.974,13708.686,13933.390,12928.747,13645.696,12850.591,13441.133,11588.427,13147.623
4133.715,4194.892,4055.139,4100.087,4266.215,4087.822,3218.650,4039.736,3273.903,4123.375
2673.500,2739.905,2704.558,2589.391,2698.920,2798.039,2240.822,2735.915,2199.733,2788.537
413.156,414.361,416.495,420.723,404.200,408.708,330.764,418.152,314.330,407.016
312.908,324.837,317.375,327.110,313.622,321.311,238.956,319.401,244.589,303.442
1838.661,1875.793,1704.133,1916.602,1830.707,1699.642,1388.606,1797.551,1345.548,1819.333
10.450,10.491,10.491,10.461,10.439,10.513,10.453,10.483,10.512,10.399
